"","from_account","to_account","from_party","to_party"
"464","carstentraeger","fjunge","SPD","SPD"
"465","carstentraeger","marcobuelow","SPD","Parteilos"
"466","carstentraeger","baerbelbas","SPD","SPD"
"467","carstentraeger","edrossmann","SPD","SPD"
"468","carstentraeger","matschie","SPD","SPD"
"469","carstentraeger","helgelindh","SPD","SPD"
"470","carstentraeger","joloulou","SPD","SPD"
"471","carstentraeger","stonie_kiel","SPD","SPD"
"472","carstentraeger","julia_verlinden","SPD","DIE GRÜNEN"
"473","carstentraeger","f_schaeffler","SPD","FDP"
"474","carstentraeger","rischwasu","SPD","SPD"
"475","carstentraeger","arnoklare","SPD","SPD"
"476","carstentraeger","mischrodi","SPD","SPD"
"477","carstentraeger","dittmarsabine","SPD","SPD"
"478","carstentraeger","stadler_svenja","SPD","SPD"
"479","carstentraeger","matthiasbartke","SPD","SPD"
"480","carstentraeger","berlinliebich","SPD","DIE LINKE"
"481","carstentraeger","swenschulz","SPD","SPD"
"482","carstentraeger","oezoguz","SPD","SPD"
"483","carstentraeger","soerenbartol","SPD","SPD"
"484","carstentraeger","schneidercar","SPD","SPD"
"485","carstentraeger","katarinabarley","SPD","SPD"
"486","carstentraeger","peteraltmaier","SPD","CDU"
"487","carstentraeger","michaelgrossmdb","SPD","SPD"
"488","carstentraeger","stamm_fibich","SPD","SPD"
"489","carstentraeger","s_schwartze","SPD","SPD"
"490","carstentraeger","larscastellucci","SPD","SPD"
"491","carstentraeger","sigmargabriel","SPD","SPD"
"492","carstentraeger","hubertus_heil","SPD","SPD"
"493","carstentraeger","michael_thews","SPD","SPD"
"494","carstentraeger","sebast_hartmann","SPD","SPD"
"495","carstentraeger","larsklingbeil","SPD","SPD"
"496","carstentraeger","kahrs","SPD","SPD"
"497","petra_sitte_mdb","hubertus_heil","DIE LINKE","SPD"
"498","petra_sitte_mdb","rbrinkhaus","DIE LINKE","CDU"
"499","petra_sitte_mdb","annachristmann","DIE LINKE","DIE GRÜNEN"
"500","petra_sitte_mdb","danielakolbe","DIE LINKE","SPD"
"501","petra_sitte_mdb","th_sattelberger","DIE LINKE","FDP"
"502","petra_sitte_mdb","wanderwitz","DIE LINKE","CDU"
"503","petra_sitte_mdb","thlutze","DIE LINKE","DIE LINKE"
"504","petra_sitte_mdb","pascalmeiser","DIE LINKE","DIE LINKE"
"505","petra_sitte_mdb","c_bernstiel","DIE LINKE","CDU"
"506","petra_sitte_mdb","franksitta","DIE LINKE","FDP"
"507","petra_sitte_mdb","soerenbartol","DIE LINKE","SPD"
"508","petra_sitte_mdb","victorperli","DIE LINKE","DIE LINKE"
"509","petra_sitte_mdb","c_lindner","DIE LINKE","FDP"
"510","petra_sitte_mdb","larsklingbeil","DIE LINKE","SPD"
"511","petra_sitte_mdb","tj_tweets","DIE LINKE","CDU"
"512","petra_sitte_mdb","sebast_hartmann","DIE LINKE","SPD"
"513","petra_sitte_mdb","sigmargabriel","DIE LINKE","SPD"
"514","petra_sitte_mdb","katarinabarley","DIE LINKE","SPD"
"515","petra_sitte_mdb","ulle_schauws","DIE LINKE","DIE GRÜNEN"
"516","petra_sitte_mdb","katdro","DIE LINKE","DIE GRÜNEN"
"517","petra_sitte_mdb","jankortemdb","DIE LINKE","DIE LINKE"
"518","petra_sitte_mdb","kahrs","DIE LINKE","SPD"
"519","petra_sitte_mdb","berlinliebich","DIE LINKE","DIE LINKE"
"520","petra_sitte_mdb","b_riexinger","DIE LINKE","DIE LINKE"
"521","petra_sitte_mdb","petertauber","DIE LINKE","CDU"
"522","petra_sitte_mdb","peteraltmaier","DIE LINKE","CDU"
"523","petra_sitte_mdb","ch_buchholz","DIE LINKE","DIE LINKE"
"524","petra_sitte_mdb","cem_oezdemir","DIE LINKE","DIE GRÜNEN"
"525","petra_sitte_mdb","anked","DIE LINKE","DIE LINKE"
"526","petra_sitte_mdb","ernst_klaus","DIE LINKE","DIE LINKE"
"527","petra_sitte_mdb","katjakipping","DIE LINKE","DIE LINKE"
"528","uweschummer","hahnflo","CDU","CSU"
"529","uweschummer","mvabercron","CDU","CDU"
"530","uweschummer","peteraltmaier","CDU","CDU"
"531","uweschummer","dr_tiemann","CDU","CDU"
"532","uweschummer","ulle_schauws","CDU","DIE GRÜNEN"
"533","uweschummer","thomasgebhart","CDU","CDU"
"534","uweschummer","crueffer","CDU","DIE GRÜNEN"
"535","uweschummer","voglerk","CDU","DIE LINKE"
"536","uweschummer","meister_schafft","CDU","CDU"
"537","uweschummer","wanderwitz","CDU","CDU"
"538","uweschummer","kaiwegner","CDU","CDU"
"539","uweschummer","petertauber","CDU","CDU"
"540","uweschummer","kahrs","CDU","SPD"
"541","uweschummer","tobiaslindner","CDU","DIE GRÜNEN"
"542","uweschummer","matthiaszimmer","CDU","CDU"
"543","uweschummer","berlinliebich","CDU","DIE LINKE"
"544","uweschummer","rbrinkhaus","CDU","CDU"
"545","uweschummer","groehe","CDU","CDU"
"546","pschnieder","dr_tiemann","CDU","CDU"
"547","pschnieder","svenlehmann","CDU","DIE GRÜNEN"
"548","pschnieder","fbrantner","CDU","DIE GRÜNEN"
"549","pschnieder","stonie_kiel","CDU","SPD"
"550","pschnieder","johannesvogel","CDU","FDP"
"551","pschnieder","schneidercar","CDU","SPD"
"552","pschnieder","sebast_hartmann","CDU","SPD"
"553","pschnieder","ruppert_stefan","CDU","FDP"
"554","pschnieder","katrin_staffler","CDU","CSU"
"555","pschnieder","nicolabeerfdp","CDU","FDP"
"556","pschnieder","c_bernstiel","CDU","CDU"
"557","pschnieder","anjaweisgerber","CDU","CSU"
"558","pschnieder","mvabercron","CDU","CDU"
"559","pschnieder","crueffer","CDU","DIE GRÜNEN"
"560","pschnieder","katarinabarley","CDU","SPD"
"561","pschnieder","nouripour","CDU","DIE GRÜNEN"
"562","pschnieder","kahrs","CDU","SPD"
"563","pschnieder","wanderwitz","CDU","CDU"
"564","pschnieder","kaiwegner","CDU","CDU"
"565","pschnieder","matthiaszimmer","CDU","CDU"
"566","pschnieder","hahnflo","CDU","CSU"
"567","pschnieder","gero_storjohann","CDU","CDU"
"568","pschnieder","sigmargabriel","CDU","SPD"
"569","pschnieder","meister_schafft","CDU","CDU"
"570","pschnieder","c_lindner","CDU","FDP"
"571","pschnieder","petertauber","CDU","CDU"
"572","pschnieder","tobiaslindner","CDU","DIE GRÜNEN"
"573","pschnieder","juergenhardt","CDU","CDU"
"574","pschnieder","rbrinkhaus","CDU","CDU"
"575","pschnieder","soerenbartol","CDU","SPD"
"576","pschnieder","smuellermdb","CDU","CSU"
"577","pschnieder","solms","CDU","FDP"
"578","pschnieder","peteraltmaier","CDU","CDU"
"579","pschnieder","josefoster","CDU","CDU"
"580","pschnieder","thomasgebhart","CDU","CDU"
"581","pschnieder","groehe","CDU","CDU"
"582","pschnieder","tj_tweets","CDU","CDU"
"583","betmueller","helgelindh","SPD","SPD"
"584","betmueller","mischrodi","SPD","SPD"
"585","betmueller","dittmarsabine","SPD","SPD"
"586","betmueller","matthiasbartke","SPD","SPD"
"587","betmueller","smuellermdb","SPD","CSU"
"588","betmueller","arnoklare","SPD","SPD"
"589","betmueller","stadler_svenja","SPD","SPD"
"590","betmueller","agnieszka_mdb","SPD","DIE GRÜNEN"
"591","betmueller","nouripour","SPD","DIE GRÜNEN"
"592","betmueller","rbrinkhaus","SPD","CDU"
"593","betmueller","cem_oezdemir","SPD","DIE GRÜNEN"
"594","betmueller","meister_schafft","SPD","CDU"
"595","betmueller","b_riexinger","SPD","DIE LINKE"
"596","betmueller","katjakipping","SPD","DIE LINKE"
"597","betmueller","ekindeligoez","SPD","DIE GRÜNEN"
"598","betmueller","tobiaslindner","SPD","DIE GRÜNEN"
"599","betmueller","katjadoerner","SPD","DIE GRÜNEN"
"600","betmueller","edrossmann","SPD","SPD"
"601","betmueller","c_lindner","SPD","FDP"
"602","betmueller","sven_kindler","SPD","DIE GRÜNEN"
"603","betmueller","oezoguz","SPD","SPD"
"604","betmueller","stamm_fibich","SPD","SPD"
"605","betmueller","katarinabarley","SPD","SPD"
"606","betmueller","hubertus_heil","SPD","SPD"
"607","betmueller","marcobuelow","SPD","Parteilos"
"608","betmueller","rischwasu","SPD","SPD"
"609","betmueller","peteraltmaier","SPD","CDU"
"610","betmueller","schneidercar","SPD","SPD"
"611","betmueller","michaelgrossmdb","SPD","SPD"
"612","betmueller","swenschulz","SPD","SPD"
"613","betmueller","baerbelbas","SPD","SPD"
"614","betmueller","petertauber","SPD","CDU"
"615","betmueller","larscastellucci","SPD","SPD"
"616","betmueller","larsklingbeil","SPD","SPD"
"617","betmueller","kahrs","SPD","SPD"
"618","betmueller","danielakolbe","SPD","SPD"
"619","betmueller","sebast_hartmann","SPD","SPD"
"620","betmueller","s_schwartze","SPD","SPD"
"621","betmueller","soerenbartol","SPD","SPD"
"622","betmueller","dieschmidt","SPD","SPD"
"623","betmueller","michael_thews","SPD","SPD"
"624","betmueller","groehe","SPD","CDU"
"625","betmueller","sigmargabriel","SPD","SPD"
"626","janmetzler","groehe","CDU","CDU"
"627","janmetzler","tj_tweets","CDU","CDU"
"628","janmetzler","petertauber","CDU","CDU"
"629","janmetzler","peteraltmaier","CDU","CDU"
"630","hildemattheis","katjakipping","SPD","DIE LINKE"
"631","hildemattheis","kahrs","SPD","SPD"
"632","hildemattheis","b_riexinger","SPD","DIE LINKE"
"633","hildemattheis","stamm_fibich","SPD","SPD"
"634","hildemattheis","mischrodi","SPD","SPD"
"635","hildemattheis","stadler_svenja","SPD","SPD"
"636","hildemattheis","katarinabarley","SPD","SPD"
"637","hildemattheis","groehe","SPD","CDU"
"638","hildemattheis","lisapaus","SPD","DIE GRÜNEN"
"639","hildemattheis","sebast_hartmann","SPD","SPD"
"640","hildemattheis","oezoguz","SPD","SPD"
"641","hildemattheis","berlinliebich","SPD","DIE LINKE"
"642","hildemattheis","voglerk","SPD","DIE LINKE"
"643","hildemattheis","agnieszka_mdb","SPD","DIE GRÜNEN"
"644","hildemattheis","sven_kindler","SPD","DIE GRÜNEN"
"645","hildemattheis","sigmargabriel","SPD","SPD"
"646","hildemattheis","rischwasu","SPD","SPD"
"647","hildemattheis","schneidercar","SPD","SPD"
"648","hildemattheis","baerbelbas","SPD","SPD"
"649","hildemattheis","edrossmann","SPD","SPD"
"650","hildemattheis","danielakolbe","SPD","SPD"
"651","hildemattheis","s_schwartze","SPD","SPD"
"652","hildemattheis","swenschulz","SPD","SPD"
"653","hildemattheis","marcobuelow","SPD","Parteilos"
"654","hildemattheis","larsklingbeil","SPD","SPD"
"655","hildemattheis","hubertus_heil","SPD","SPD"
"656","hildemattheis","larscastellucci","SPD","SPD"
"657","hildemattheis","matschie","SPD","SPD"
"658","loetzschmdb","rbrinkhaus","DIE LINKE","CDU"
"659","loetzschmdb","hubertus_heil","DIE LINKE","SPD"
"660","loetzschmdb","schneidercar","DIE LINKE","SPD"
"661","loetzschmdb","larsklingbeil","DIE LINKE","SPD"
"662","loetzschmdb","tpflueger","DIE LINKE","DIE LINKE"
"663","loetzschmdb","jankortemdb","DIE LINKE","DIE LINKE"
"664","loetzschmdb","victorperli","DIE LINKE","DIE LINKE"
"665","loetzschmdb","thlutze","DIE LINKE","DIE LINKE"
"666","loetzschmdb","lgbeutin","DIE LINKE","DIE LINKE"
"667","loetzschmdb","c_lindner","DIE LINKE","FDP"
"668","loetzschmdb","tobiaslindner","DIE LINKE","DIE GRÜNEN"
"669","loetzschmdb","ch_buchholz","DIE LINKE","DIE LINKE"
"670","loetzschmdb","sigmargabriel","DIE LINKE","SPD"
"671","loetzschmdb","pascalmeiser","DIE LINKE","DIE LINKE"
"672","loetzschmdb","anked","DIE LINKE","DIE LINKE"
"673","loetzschmdb","peteraltmaier","DIE LINKE","CDU"
"674","loetzschmdb","swenschulz","DIE LINKE","SPD"
"675","loetzschmdb","b_riexinger","DIE LINKE","DIE LINKE"
"676","loetzschmdb","kahrs","DIE LINKE","SPD"
"677","loetzschmdb","berlinliebich","DIE LINKE","DIE LINKE"
"678","loetzschmdb","ernst_klaus","DIE LINKE","DIE LINKE"
"679","loetzschmdb","sven_kindler","DIE LINKE","DIE GRÜNEN"
"680","loetzschmdb","katjakipping","DIE LINKE","DIE LINKE"
"681","loetzschmdb","voglerk","DIE LINKE","DIE LINKE"
"682","kleikert","starkwatzinger","CDU","FDP"
"683","kleikert","kahrs","CDU","SPD"
"684","kleikert","berlinliebich","CDU","DIE LINKE"
"685","kleikert","johannesvogel","CDU","FDP"
"686","kleikert","katrin_staffler","CDU","CSU"
"687","kleikert","kaiwegner","CDU","CDU"
"688","kleikert","thomasgebhart","CDU","CDU"
"689","kleikert","nouripour","CDU","DIE GRÜNEN"
"690","kleikert","larscastellucci","CDU","SPD"
"691","kleikert","jimmyschulz","CDU","FDP"
"692","kleikert","katjadoerner","CDU","DIE GRÜNEN"
"693","kleikert","fbrantner","CDU","DIE GRÜNEN"
"694","kleikert","agnieszka_mdb","CDU","DIE GRÜNEN"
"695","kleikert","katarinabarley","CDU","SPD"
"696","kleikert","nicolabeerfdp","CDU","FDP"
"697","kleikert","larsklingbeil","CDU","SPD"
"698","kleikert","anjaweisgerber","CDU","CSU"
"699","kleikert","hahnflo","CDU","CSU"
"700","kleikert","cem_oezdemir","CDU","DIE GRÜNEN"
"701","kleikert","sigmargabriel","CDU","SPD"
"702","kleikert","hubertus_heil","CDU","SPD"
"703","kleikert","c_lindner","CDU","FDP"
"704","kleikert","matthiaszimmer","CDU","CDU"
"705","kleikert","wanderwitz","CDU","CDU"
"706","kleikert","juergenhardt","CDU","CDU"
"707","kleikert","rbrinkhaus","CDU","CDU"
"708","kleikert","smuellermdb","CDU","CSU"
"709","kleikert","groehe","CDU","CDU"
"710","kleikert","meister_schafft","CDU","CDU"
"711","kleikert","tj_tweets","CDU","CDU"
"712","kleikert","peteraltmaier","CDU","CDU"
"713","kleikert","petertauber","CDU","CDU"
"714","markuskurthmdb","hubertus_heil","DIE GRÜNEN","SPD"
"715","markuskurthmdb","johannesvogel","DIE GRÜNEN","FDP"
"716","markuskurthmdb","badulrichmartha","DIE GRÜNEN","DIE GRÜNEN"
"717","markuskurthmdb","annachristmann","DIE GRÜNEN","DIE GRÜNEN"
"718","markuskurthmdb","filizgreen","DIE GRÜNEN","DIE GRÜNEN"
"719","markuskurthmdb","matthiaszimmer","DIE GRÜNEN","CDU"
"720","markuskurthmdb","marcobuelow","DIE GRÜNEN","Parteilos"
"721","markuskurthmdb","fbrantner","DIE GRÜNEN","DIE GRÜNEN"
"722","markuskurthmdb","nouripour","DIE GRÜNEN","DIE GRÜNEN"
"723","markuskurthmdb","cem_oezdemir","DIE GRÜNEN","DIE GRÜNEN"
"724","markuskurthmdb","tobiaslindner","DIE GRÜNEN","DIE GRÜNEN"
"725","markuskurthmdb","ebner_sha","DIE GRÜNEN","DIE GRÜNEN"
"726","markuskurthmdb","lisapaus","DIE GRÜNEN","DIE GRÜNEN"
"727","markuskurthmdb","julia_verlinden","DIE GRÜNEN","DIE GRÜNEN"
"728","markuskurthmdb","monikalazar","DIE GRÜNEN","DIE GRÜNEN"
"729","markuskurthmdb","ulle_schauws","DIE GRÜNEN","DIE GRÜNEN"
"730","markuskurthmdb","agnieszka_mdb","DIE GRÜNEN","DIE GRÜNEN"
"731","markuskurthmdb","katdro","DIE GRÜNEN","DIE GRÜNEN"
"732","markuskurthmdb","svenlehmann","DIE GRÜNEN","DIE GRÜNEN"
"733","markuskurthmdb","stephankuehn","DIE GRÜNEN","DIE GRÜNEN"
"734","markuskurthmdb","crueffer","DIE GRÜNEN","DIE GRÜNEN"
"735","markuskurthmdb","ekindeligoez","DIE GRÜNEN","DIE GRÜNEN"
"736","markuskurthmdb","sven_kindler","DIE GRÜNEN","DIE GRÜNEN"
"737","markuskurthmdb","katjadoerner","DIE GRÜNEN","DIE GRÜNEN"
"738","babetteschefin","annachristmann","DIE GRÜNEN","DIE GRÜNEN"
"739","babetteschefin","filizgreen","DIE GRÜNEN","DIE GRÜNEN"
"740","babetteschefin","badulrichmartha","DIE GRÜNEN","DIE GRÜNEN"
"741","babetteschefin","stephankuehn","DIE GRÜNEN","DIE GRÜNEN"
"742","babetteschefin","markuskurthmdb","DIE GRÜNEN","DIE GRÜNEN"
"743","babetteschefin","cem_oezdemir","DIE GRÜNEN","DIE GRÜNEN"
"744","babetteschefin","tobiaslindner","DIE GRÜNEN","DIE GRÜNEN"
"745","babetteschefin","rischwasu","DIE GRÜNEN","SPD"
"746","babetteschefin","crueffer","DIE GRÜNEN","DIE GRÜNEN"
"747","babetteschefin","fbrantner","DIE GRÜNEN","DIE GRÜNEN"
"748","babetteschefin","katdro","DIE GRÜNEN","DIE GRÜNEN"
"749","babetteschefin","marcobuelow","DIE GRÜNEN","Parteilos"
"750","babetteschefin","julia_verlinden","DIE GRÜNEN","DIE GRÜNEN"
"751","babetteschefin","katjadoerner","DIE GRÜNEN","DIE GRÜNEN"
"752","babetteschefin","ulle_schauws","DIE GRÜNEN","DIE GRÜNEN"
"753","babetteschefin","lisapaus","DIE GRÜNEN","DIE GRÜNEN"
"754","babetteschefin","nouripour","DIE GRÜNEN","DIE GRÜNEN"
"755","babetteschefin","monikalazar","DIE GRÜNEN","DIE GRÜNEN"
"756","babetteschefin","sigmargabriel","DIE GRÜNEN","SPD"
"757","babetteschefin","peteraltmaier","DIE GRÜNEN","CDU"
"758","babetteschefin","ekindeligoez","DIE GRÜNEN","DIE GRÜNEN"
"759","babetteschefin","agnieszka_mdb","DIE GRÜNEN","DIE GRÜNEN"
"760","babetteschefin","sven_kindler","DIE GRÜNEN","DIE GRÜNEN"
"761","babetteschefin","ebner_sha","DIE GRÜNEN","DIE GRÜNEN"
"762","babetteschefin","svenlehmann","DIE GRÜNEN","DIE GRÜNEN"
"763","jankortemdb","agnieszka_mdb","DIE LINKE","DIE GRÜNEN"
"764","jankortemdb","hubertus_heil","DIE LINKE","SPD"
"765","jankortemdb","oezoguz","DIE LINKE","SPD"
"766","jankortemdb","nicolabeerfdp","DIE LINKE","FDP"
"767","jankortemdb","katarinabarley","DIE LINKE","SPD"
"768","jankortemdb","larsklingbeil","DIE LINKE","SPD"
"769","jankortemdb","c_lindner","DIE LINKE","FDP"
"770","jankortemdb","kahrs","DIE LINKE","SPD"
"771","jankortemdb","thlutze","DIE LINKE","DIE LINKE"
"772","jankortemdb","schneidercar","DIE LINKE","SPD"
"773","jankortemdb","cem_oezdemir","DIE LINKE","DIE GRÜNEN"
"774","jankortemdb","sven_kindler","DIE LINKE","DIE GRÜNEN"
"775","jankortemdb","monikalazar","DIE LINKE","DIE GRÜNEN"
"776","jankortemdb","peteraltmaier","DIE LINKE","CDU"
"777","jankortemdb","sigmargabriel","DIE LINKE","SPD"
"778","jankortemdb","anked","DIE LINKE","DIE LINKE"
"779","jankortemdb","berlinliebich","DIE LINKE","DIE LINKE"
"780","jankortemdb","katjakipping","DIE LINKE","DIE LINKE"
"781","volkmarklein","petertauber","CDU","CDU"
"782","volkmarklein","smuellermdb","CDU","CSU"
"783","volkmarklein","meister_schafft","CDU","CDU"
"784","volkmarklein","peteraltmaier","CDU","CDU"
"785","volkmarklein","juergenhardt","CDU","CDU"
"786","volkmarklein","tj_tweets","CDU","CDU"
"787","volkmarklein","groehe","CDU","CDU"
"788","volkmarklein","rbrinkhaus","CDU","CDU"
"789","sven_kindler","lgbeutin","DIE GRÜNEN","DIE LINKE"
"790","sven_kindler","swenschulz","DIE GRÜNEN","SPD"
"791","sven_kindler","stadler_svenja","DIE GRÜNEN","SPD"
"792","sven_kindler","koehler_fdp","DIE GRÜNEN","FDP"
"793","sven_kindler","ruppert_stefan","DIE GRÜNEN","FDP"
"794","sven_kindler","nicolabeerfdp","DIE GRÜNEN","FDP"
"795","sven_kindler","rbrinkhaus","DIE GRÜNEN","CDU"
"796","sven_kindler","anked","DIE GRÜNEN","DIE LINKE"
"797","sven_kindler","wanderwitz","DIE GRÜNEN","CDU"
"798","sven_kindler","victorperli","DIE GRÜNEN","DIE LINKE"
"799","sven_kindler","annachristmann","DIE GRÜNEN","DIE GRÜNEN"
"800","sven_kindler","ernst_klaus","DIE GRÜNEN","DIE LINKE"
"801","sven_kindler","larscastellucci","DIE GRÜNEN","SPD"
"802","sven_kindler","badulrichmartha","DIE GRÜNEN","DIE GRÜNEN"
"803","sven_kindler","jankortemdb","DIE GRÜNEN","DIE LINKE"
"804","sven_kindler","katarinabarley","DIE GRÜNEN","SPD"
"805","sven_kindler","b_riexinger","DIE GRÜNEN","DIE LINKE"
"806","sven_kindler","rischwasu","DIE GRÜNEN","SPD"
"807","sven_kindler","cem_oezdemir","DIE GRÜNEN","DIE GRÜNEN"
"808","sven_kindler","crueffer","DIE GRÜNEN","DIE GRÜNEN"
"809","sven_kindler","ulle_schauws","DIE GRÜNEN","DIE GRÜNEN"
"810","sven_kindler","julia_verlinden","DIE GRÜNEN","DIE GRÜNEN"
"811","sven_kindler","berlinliebich","DIE GRÜNEN","DIE LINKE"
"812","sven_kindler","filizgreen","DIE GRÜNEN","DIE GRÜNEN"
"813","sven_kindler","sigmargabriel","DIE GRÜNEN","SPD"
"814","sven_kindler","lisapaus","DIE GRÜNEN","DIE GRÜNEN"
"815","sven_kindler","danielakolbe","DIE GRÜNEN","SPD"
"816","sven_kindler","katjakipping","DIE GRÜNEN","DIE LINKE"
"817","sven_kindler","f_schaeffler","DIE GRÜNEN","FDP"
"818","sven_kindler","edrossmann","DIE GRÜNEN","SPD"
"819","sven_kindler","oezoguz","DIE GRÜNEN","SPD"
"820","sven_kindler","marcobuelow","DIE GRÜNEN","Parteilos"
"821","sven_kindler","groehe","DIE GRÜNEN","CDU"
"822","sven_kindler","voglerk","DIE GRÜNEN","DIE LINKE"
"823","sven_kindler","peteraltmaier","DIE GRÜNEN","CDU"
"824","sven_kindler","tobiaslindner","DIE GRÜNEN","DIE GRÜNEN"
"825","sven_kindler","stephankuehn","DIE GRÜNEN","DIE GRÜNEN"
"826","sven_kindler","petertauber","DIE GRÜNEN","CDU"
"827","sven_kindler","ebner_sha","DIE GRÜNEN","DIE GRÜNEN"
"828","sven_kindler","agnieszka_mdb","DIE GRÜNEN","DIE GRÜNEN"
"829","sven_kindler","markuskurthmdb","DIE GRÜNEN","DIE GRÜNEN"
"830","sven_kindler","c_lindner","DIE GRÜNEN","FDP"
"831","sven_kindler","schneidercar","DIE GRÜNEN","SPD"
"832","sven_kindler","tj_tweets","DIE GRÜNEN","CDU"
"833","sven_kindler","soerenbartol","DIE GRÜNEN","SPD"
"834","sven_kindler","kahrs","DIE GRÜNEN","SPD"
"835","sven_kindler","ekindeligoez","DIE GRÜNEN","DIE GRÜNEN"
"836","sven_kindler","monikalazar","DIE GRÜNEN","DIE GRÜNEN"
"837","sven_kindler","solms","DIE GRÜNEN","FDP"
"838","sven_kindler","fbrantner","DIE GRÜNEN","DIE GRÜNEN"
"839","sven_kindler","katjadoerner","DIE GRÜNEN","DIE GRÜNEN"
"840","sven_kindler","hubertus_heil","DIE GRÜNEN","SPD"
"841","sven_kindler","johannesvogel","DIE GRÜNEN","FDP"
"842","sven_kindler","christianduerr","DIE GRÜNEN","FDP"
"843","sven_kindler","katdro","DIE GRÜNEN","DIE GRÜNEN"
"844","sven_kindler","larsklingbeil","DIE GRÜNEN","SPD"
"845","sven_kindler","nouripour","DIE GRÜNEN","DIE GRÜNEN"
"846","sven_kindler","svenlehmann","DIE GRÜNEN","DIE GRÜNEN"
"847","kaczmarekoliver","meister_schafft","SPD","CDU"
"848","kaczmarekoliver","matschie","SPD","SPD"
"849","kaczmarekoliver","josip_juratovic","SPD","SPD"
"850","kaczmarekoliver","dittmarsabine","SPD","SPD"
"851","kaczmarekoliver","joloulou","SPD","SPD"
"852","kaczmarekoliver","helgelindh","SPD","SPD"
"853","kaczmarekoliver","stonie_kiel","SPD","SPD"
"854","kaczmarekoliver","fjunge","SPD","SPD"
"855","kaczmarekoliver","mischrodi","SPD","SPD"
"856","kaczmarekoliver","katarinabarley","SPD","SPD"
"857","kaczmarekoliver","matthiasbartke","SPD","SPD"
"858","kaczmarekoliver","michaelgrossmdb","SPD","SPD"
"859","kaczmarekoliver","smuellermdb","SPD","CSU"
"860","kaczmarekoliver","soerenbartol","SPD","SPD"
"861","kaczmarekoliver","rischwasu","SPD","SPD"
"862","kaczmarekoliver","larscastellucci","SPD","SPD"
